ticker,EBIT,Invested Capital,Free Cash Flow,Asset Turnover,Debt to Equity,R&D to Revenue,SG&A to Revenue,Market Cap,Sector,Sector_Grouped,ROIC,ROE,ROA,Profit Margin,Revenue Growth,Earnings Growth
XOM,20717809213.44,304933724054.178,11630499840,0.7127406975864209,0.18261,0.0,0.6387732795338213,602095026176,Energy,Energy,0.08301476320638916,0.09873,0.04221,0.077649996,0.026,-0.434
CVX,13581308893.593601,230459377609.19202,11776499712,0.5373036619494068,0.23989000000000002,0.0,0.5026687457251556,363386929152,Energy,Energy,0.04776980898850132,0.06638,0.0346,0.059270002,0.023,-0.445
COP,13093442751.774721,87868562184.83899,5289124864,0.450506213641335,0.36143000000000003,0.0,0.32358039316992104,138861150208,Energy,Energy,0.08305586993273018,0.112840004,0.05865,0.12331,-0.053,-0.202
SLB,4409355949.260799,38982574645.656,3043124992,0.6146164988960411,0.42515000000000003,0.0,0.6992861242373922,81555390464,Energy,Energy,0.08539712849292178,0.14066,0.06467,0.09263,0.027,-0.138
EOG,8927844080.116163,39085537363.64,2864250112,0.40202423473951265,0.26873,0.0,0.0012794250338397603,71041998848,Energy,Energy,0.14064025485584547,0.18195,0.08968,0.23322001,0.156,0.396
MPC,4834239846.48192,51460344597.42,3518749952,1.7611749201645226,1.46523,0.0,0.8570517737717047,72625078272,Energy,Energy,0.08993332206003199,0.27458,0.051459998,0.03407,0.088,0.0
VLO,7130559296.714965,35056773630.648,4786625024,2.2409554615141727,0.42664,0.0,0.7938615700970507,72695078912,Energy,Energy,0.11969156215595643,0.1585,0.06487,0.03569,0.066,0.0
PSX,859365510.6490401,55652131181.08,-1134499968,1.6110314407476645,0.91385,0.0,0.8684148108116998,70516449280,Energy,Energy,0.07392349196141175,0.14547,0.038,0.03066,0.069,-0.568
OXY,3743342852.0959997,47362121370.817,3033374976,0.29726991337868075,0.41989,0.0,0.1251790991903423,56326164480,Energy,Energy,0.015539844472707662,0.04053,0.02497,0.22421,-0.083,3.156
HAL,2786421601.95584,18865984694.85,2027000064,0.7833852051571473,0.74651,0.0,0.7214839812449426,32455200768,Energy,Energy,0.0816283923107595,0.14626999,0.07375,0.06947,-0.003,1.335
BKR,3425818283.58144,35483545549.378,3151249920,0.5240551126847384,0.82935,0.0,0.6407407585199274,63373348864,Energy,Energy,0.08781535079869214,0.17184,0.05011,0.11171,0.025,1.325
DVN,1097165701.9392,37357146918.308,1600499968,0.28558569805478096,0.56404,0.0,0.462152992699609,51314909184,Energy,Energy,0.06071127447070906,0.15178001,0.060739998,0.14172,-0.008,-0.753
APA,3221830238.683044,10992487166.382,1691250048,0.5076800594986233,0.61314,0.0,0.0,12876920832,Energy,Energy,0.139458878850305,0.26217,0.09611,0.18313,-0.119,0.322
CTRA,2076351840.0,18510678565.356003,1249750016,0.264784098326169,0.24381,0.0,0.0,24724652032,Energy,Energy,0.09000210306271714,0.11361,0.06199,0.22674,0.186,-0.103
CNX,1358735405.49632,7148061216.43,408791136,0.2087143058088941,0.54827,0.0,0.0,4766380032,Energy,Energy,0.16494318729251833,0.28081,0.110089995,0.52685,0.282,0.0
AR,2054719650.8811572,12814147116.0,635028352,0.2926801704956067,0.5777100000000001,0.0,0.0,11076636672,Energy,Energy,0.07504697482357202,0.12837,0.05886,0.17094,0.343,1.606
EQT,5372012216.7296,31110982138.0,2503225856,0.20066069013750487,0.20815999999999998,0.0,0.0,34357508096,Energy,Energy,0.10556840929777014,0.13402,0.07727,0.35074002,0.499,4.9
RRC,1420653268.88448,5581783015.5,554650752,0.38339100069949683,0.21275,0.0,0.0327051674084268,9177487360,Energy,Energy,0.1614568358349687,0.21134001,0.109060004,0.28118,0.261,2.607
KMI,5241253389.70112,63528322536.803,1646875008,0.1838969881803302,0.9884000000000001,0.0,0.20644529124337457,69147590656,Energy,Energy,0.05191385102431147,0.10597,0.04319,0.18917,0.138,0.36
WMB,4069713702.4512,43084776969.78,-190250000,0.18736702429713317,1.9985499999999998,0.0,0.028845165974007193,87309844480,Energy,Energy,0.06473283911754323,0.19656,0.048860002,0.23056999,0.09,0.25
OKE,5252437067.3664,56009346554.072,454375008,0.4190253229493128,1.49644,0.0,0.5544416339925631,52884959232,Energy,Energy,0.06304305051284853,0.15903,0.05657,0.1003,0.196,0.18
EPD,6548754829.312,63905535124.337006,155875008,0.5379293938120092,1.1312600000000002,0.0,0.7302675227027549,79595839488,Energy,Energy,0.09141617953176648,0.19815001,0.056939997,0.114479996,-0.067,0.066
MPLX,4240324923.12576,40201253162.497,1930125056,0.19460421654960353,1.8279400000000001,0.0,0.07751812525889049,55455199232,Energy,Energy,0.11676253247694639,0.33407003,0.07042,0.40034,-0.028,-0.184
TRGP,3461353367.8249984,22199490213.676,-318550016,0.4973537680547663,5.85249,0.0,0.3733445968324044,54749220864,Energy,Energy,0.09548417317683082,0.74097997,0.09126,0.12874,-0.102,1.429
